geoid_2010,geoid_2020,AREALAND_INT
060014306003000,060014306003000,289859
060014306003001,060014306003001,38312
060014306003002,060014306003002,9990
060014306003003,060014306003003,253
060014306003004,060014306003004,153210
060014306003005,060014306003004,55356
060014306003006,060014306003005,39259
060014306003007,060014306003006,39042
060014306003008,060014306003007,761
060014306003009,060014306003007,497
060014306003010,060014306003003,821
060014306003011,060014306003007,55726
060014306003012,060014306003006,909
060014306003013,060014306003019,45535
060014306003014,060014306003008,1110
060014306003015,060014306003018,1169
060014306003016,060014306003019,1340
060014306003017,060014306003019,470
060014306003018,060014306003000,5763
060014306003019,060014306003011,13853
060014306003020,060014306003012,26694
060014306003021,060014306003013,12011
060014306003022,060014306003009,25977
060014306003023,060014306003010,14191
060014306003024,060014306003015,15936
060014306003025,060014306003015,9842
060014306003026,060014306003014,20948
060014306003027,060014306003014,498
060014306003028,060014306003017,9089
060014306004000,060014306004000,153833
060014306004001,060014306004001,101299
060014306004002,060014306004001,343
060014306004003,060014306004001,331
060014306004004,060014306004001,615
060014306004005,060014306004001,625
060014306004006,060014306004001,533
060014307001000,060014307001000,78951
060014307001001,060014307001001,78822
060014307001002,060014307001002,18575
060014307001003,060014307001003,30027
060014307001004,060014307001005,1120
060014307001005,060014307001006,1444
060014307001006,060014307001002,102064
060014307001007,060014307001002,809
060014307001008,060014307001002,833
060014307002000,060014307002000,55730
060014307002001,060014307002001,39263
060014307002002,060014307002002,28479
060014307002003,060014307002002,60616
060014307002004,060014307002002,17786
060014307002005,060014307002003,23950
060014307002006,060014307002004,20337
060014307002007,060014307002005,20099
060014307002008,060014307002006,31538
060014307002009,060014307002007,185309
060014307002010,060014307002003,26983
060014307002011,060014307002009,34001
060014307002012,060014307002008,60200
060014307002013,060014307002010,55927
060014307002014,060014307002009,9406
060014307003000,060014307003000,32601
060014307003001,060014307003001,82746
060014307003002,060014307003005,1597
060014307003003,060014307003001,12053
060014307003004,060014307003001,108546
060014307003005,060014307003000,17611
060014307003006,060014307003003,13423
060014307003007,060014307003003,12890
060014307003008,060014307003006,51936
060014307003009,060014307003007,2471
060014307003010,060014307003002,1075
060014308001000,060014308001000,307
060014308001001,060014308001000,730
060014308001002,060014308001001,495
060014308001003,060014308001001,91045
060014308001004,060014308001001,441
060014308001005,060014308001001,1240
060014308001006,060014308001003,2131
060014308001007,060014308001004,1132
060014308001008,060014308001002,16654
060014308001009,060014308001001,44589
060014308001010,060014308001001,182
060014308001011,060014308001001,574
060014308001012,060014308001002,15059
060014308001013,060014308001000,86706
060014308002000,060014308002000,605
060014308002001,060014308002000,733
060014308002002,060014308002000,666
060014308002003,060014308002001,705
060014308002004,060014308002001,74559
060014308002005,060014308002000,29779
060014308002006,060014308002000,349
060014308002007,060014308002000,463
060014308002008,060014308002004,46331
060014308002009,060014308002004,286
060014308002010,060014308002004,188
060014308002011,060014308002003,183
060014308002012,060014308002003,53063
060014308002013,060014308002001,15763
060014308002014,060014308002002,33961
060014308002015,060014308002000,50750
060014308003000,060014308003000,799
060014308003001,060014308003000,11036
060014308003002,060014308003000,38919
060014308003003,060014308003001,9631
060014308003004,060014308003001,9412
060014308003005,060014308003002,58452
060014308003006,060014308003002,1158
060014308003007,060014308003000,25616
060014308003008,060014308003000,16295
060014308003009,060014308003000,51691
060014308003010,060014308003003,217566
060014308003011,060014308003004,14334
060014308003012,060014308003005,14413
060014308003013,060014308003005,13883
060014308003014,060014308003008,420
060014308003015,060014308003010,259
060014308003016,060014308003011,345
060014308003017,060014308003011,12708
060014308003018,060014308003011,13188
060014308003019,060014308003011,13953
060014308003020,060014308003011,16850
060014308003021,060014308003010,33062
060014308003022,060014308003008,98539
060014308003023,060014308003009,16651
060014308003024,060014308003003,856
060014308003025,060014308003003,22525
060014308003026,060014308003006,3612
060014308003027,060014308003007,11561
060014308003028,060014308003007,1101
060014308004000,060014308004000,178
060014308004001,060014308004000,28404
060014308004002,060014308004001,161680
060014308004003,060014308004002,189493
060014308004004,060014308004004,39861
060014308004005,060014308004002,908
060014308004006,060014308004004,389
060014308004007,060014308004004,1729
060014308004008,060014308004003,463
060014308004009,060014308004005,1174
060014308004010,060014308004003,78348
060014309001000,060014309001000,72080
060014309001001,060014309001001,152308
060014309001002,060014309001002,150331
060014309001003,060014309001003,89736
060014309001004,060014309001004,31544
060014309001005,060014309001005,20886
060014309001006,060014309001006,31751
060014309001007,060014309001007,16135
060014309001008,060014309001008,4994
060014309002000,060014309002000,89054
060014309002001,060014309002001,93331
060014309002002,060014309002002,6833
060014309002003,060014309002003,1001
060014309002004,060014309003000,187298
060014309002005,060014309003000,46795
060014309002006,060014309003002,22623
060014309002007,060014309003001,8779
060014309002008,060014309002004,1743
060014309002009,060014309002005,69328
060014310001000,060014310001000,5049
060014310001001,060014310001001,987
060014310001002,060014310001001,84881
060014310001003,060014310001010,87980
060014310001004,060014310001010,1824
060014310001005,060014310001012,6853
060014310001006,060014310001005,2149
060014310001007,060014310001006,2795
060014310001008,060014310001007,1426
060014310001009,060014310001008,107817
060014310001010,060014310001009,1609
060014310001011,060014310001013,2576
060014310001012,060014310001013,254
060014310001013,060014310001004,3496
060014310001014,060014310001001,18952
060014310001015,060014310001013,887
060014310001016,060014310001015,25028
060014310001017,060014310001014,3310
060014310001018,060014310001017,29433
060014310001019,060014310001018,14080
060014310001020,060014310001002,1227
060014310001021,060014310001003,762
060014310001022,060014310001015,7191
060014310001023,060014310001001,20022
060014310002000,060014310002000,834
060014310002001,060014310002000,638
060014310002002,060014310002001,2263
060014310002003,060014310002002,1109
060014310002004,060014310002000,104468
060014310002005,060014310002003,1091
060014310002006,060014310002004,1005
060014310002007,060014310002012,7848
060014310002008,060014310002011,13845
060014310002009,060014310002010,22757
060014310002010,060014310002009,38664
060014310002011,060014310002008,1524
060014310002012,060014310002006,964
060014310002013,060014310002006,462
060014310002014,060014310002006,183475
060014310002015,060014310002007,1711
060014310002016,060014310002015,4888
060014310002017,060014310002014,1878
060014310002018,060014310002000,18547
060014310002019,060014310002005,27724
060014310002020,060014310002013,1015
060014310002021,060014310002019,9574
060014310002022,060014310002017,31795
060014310002023,060014310002018,1461
060014310002024,060014310002016,4825
060014310002025,060014310002005,10631
060014311001000,060014311001000,6631
060014311001001,060014311001000,1143
060014311001002,060014311001000,723
060014311001003,060014311001010,31789
060014311001004,060014311001001,6851
060014311001005,060014311001005,31885
060014311001006,060014311001006,11384
060014311001007,060014311001006,77270
060014311001008,060014311001006,15372
060014311001009,060014311001009,3235
060014311001010,060014311001005,685
060014311001011,060014311001006,801
060014311001012,060014311001006,812
060014311001013,060014311001008,1174
060014311001014,060014311001007,19598
060014311001015,060014311001013,101206
060014311001016,060014311001014,10607
060014311001017,060014311001016,35638
060014311001018,060014311001011,38143
060014311001019,060014311001015,6715
060014311001020,060014311001011,44242
060014311001021,060014311001006,49529
060014311001022,060014311001017,8742
060014311001023,060014311001018,1264
060014311001024,060014311001012,28143
060014311002000,060014311002000,6020
060014311002001,060014311002001,84045
060014311002002,060014311002002,3739
060014311002003,060014311002000,320
060014311002004,060014311002005,2287
060014311002005,060014311002004,1847
060014311002006,060014311002003,56873
060014311002007,060014311002003,148016
060014311002008,060014311002003,455
060014311002009,060014311002003,433
060014311002010,060014311002003,280
060014311002011,060014311002003,422
060014311002012,060014311002003,561
060014311002013,060014311002003,617
060014311002014,060014311002003,531
060014311002015,060014311002006,99387
060014311002016,060014311002009,2764
060014311002017,060014311002003,803
060014312001000,060014312001000,20489
060014312001001,060014312001001,7477
060014312001002,060014312001001,8565
060014312001003,060014312001002,50904
060014312001004,060014312001003,34415
060014312001005,060014312001003,38114
060014312001006,060014312001009,58666
060014312001007,060014312001004,27836
060014312001008,060014312001006,26791
060014312001009,060014312001005,27029
060014312001010,060014312001008,22223
